0,-0.0984,0.0045,0.1035,-0.0128,361,106,344,239,249,245,246,247
0.0625,-0.094,0.0066,0.1011,-0.0046,60,42,93,39,241,236,252,238
0.125,-0.0894,0.0037,0.1032,-0.0071,117,92,228,252,244,246,255,246
0.1875,-0.0962,0.0027,0.0984,-0.0107,62,42,66,75,246,236,236,246
0.25,-0.0933,0.0028,0.1001,-0.0062,508,319,759,213,248,247,254,248
0.3125,-0.097,-0.0026,0.0981,-0.0128,773,438,1191,327,249,247,243,246
0.375,-0.0873,0.0079,0.1043,-0.0017,397,332,403,236,247,245,250,251
0.4375,-0.0857,0.0065,0.102,-0.0027,173,172,154,90,246,245,248,247
0.5,-0.0947,0.0012,0.0964,-0.0101,372,164,439,138,249,244,245,246
0.5625,-0.0943,0.0055,0.1065,-0.0066,230,174,262,73,245,244,245,243
0.625,-0.0938,0.0034,0.0997,-0.0101,402,203,473,235,247,255,245,247
0.6875,-0.0927,0.0049,0.0945,-0.0121,128,121,123,58,244,251,244,244
0.75,-0.0992,0.0085,0.1045,-0.0119,151,68,281,234,251,244,246,248
0.8125,-0.1052,0.0014,0.1004,-0.0174,100,62,163,155,242,244,253,246
0.875,-0.099,0.0009,0.099,-0.0148,138,86,289,229,243,243,244,247
0.9375,-0.0969,0.0039,0.1016,-0.0122,357,289,368,195,246,251,246,248
1,-0.0996,0.0016,0.1095,-0.0098,141,121,247,100,245,253,246,245
1.0625,-0.1051,-0.0056,0.0956,-0.0134,868,371,1313,597,250,244,243,246
1.125,-0.0975,0.0036,0.1083,-0.013,371,255,346,203,243,248,248,248
1.1875,-0.1004,-0.0027,0.0964,-0.0089,355,141,478,265,253,246,245,248
1.25,-0.0996,0.0015,0.099,-0.0117,134,36,74,98,247,241,238,247
1.3125,-0.0873,0.006,0.0997,-0.0027,47,26,77,43,228,198,239,237
1.375,-0.1073,-0.0058,0.0881,-0.0165,98,64,140,95,241,240,245,244
1.4375,-0.1057,-0.004,0.0986,-0.0124,209,57,251,163,246,238,246,246
1.5,-0.0916,0.0006,0.0989,-0.0118,68,52,139,200,240,239,246,245
1.5625,-0.0965,0.0047,0.1001,-0.0131,129,72,249,241,240,241,244,246
1.625,-0.0971,0.0047,0.1062,-0.0182,70,56,102,62,234,245,246,239
1.6875,-0.1061,-0.0029,0.1012,-0.0191,241,86,338,285,248,243,252,247
1.75,-0.1059,0.0008,0.0969,-0.0174,80,80,88,43,241,243,239,234
1.8125,-0.0978,0.0009,0.0903,-0.0147,110,87,215,64,246,243,247,244
1.875,-0.1012,0.001,0.1001,-0.0061,233,154,492,83,247,245,252,242
1.9375,-0.0957,0.0055,0.0977,-0.0143,247,129,318,314,249,244,245,247
2,-0.0764,0.0095,0.1103,-0.0085,34,33,41,37,202,230,213,231
2.0625,-0.0869,0.0124,0.1044,-0.0025,210,110,308,149,247,248,244,248
2.125,-0.0856,0.0135,0.1043,-0.0024,46,26,67,29,226,201,238,216
2.1875,-0.0926,0.0056,0.1028,0.0009,313,211,489,115,247,247,249,248
2.25,-0.0761,0.0191,0.1164,0.0149,57,58,236,53,232,241,246,237
2.3125,-0.0949,0.0048,0.1003,-0.0037,403,148,404,271,247,246,245,248
2.375,-0.1003,0.0031,0.1065,-0.0103,182,113,266,82,245,243,242,245
2.4375,-0.0924,0.0068,0.1102,-0.0017,74,46,102,93,242,239,244,245
2.5,-0.0998,0.004,0.1043,-0.0105,366,132,499,273,248,247,250,246
2.5625,-0.1058,-0.0004,0.0873,-0.0161,89,69,133,90,238,241,243,245
2.625,-0.0905,0.0072,0.103,-0.0057,52,45,64,38,232,242,237,235
2.6875,-0.1015,-0.0013,0.097,-0.0167,380,247,470,276,248,248,243,246
2.75,-0.1029,-0.0025,0.087,-0.0163,68,38,82,53,245,230,239,241
2.8125,-0.0828,0.0104,0.1042,-0.0037,41,30,68,33,218,212,237,222
2.875,-0.0928,0.0034,0.0955,-0.0075,77,58,128,68,240,243,245,241
2.9375,-0.0951,0.0048,0.1046,-0.0072,388,278,578,162,248,244,248,246
3,-0.0949,0.0102,0.0893,-0.0163,103,28,58,47,245,213,236,241
3.0625,-0.0912,0.011,0.1069,-0.0067,665,289,826,473,247,245,247,249
3.125,-0.0858,0.0118,0.1099,0.0003,86,68,108,71,242,243,245,241
3.1875,-0.089,0.0068,0.104,-0.0026,197,188,188,107,247,243,250,243
3.25,-0.089,0.0069,0.1024,0.0007,54,77,260,45,241,245,245,235
3.3125,-0.0985,-0.0017,0.1023,-0.0046,222,154,194,117,243,245,247,248
3.375,-0.1003,0.0017,0.1042,-0.0076,233,84,379,353,244,243,248,248
3.4375,-0.1001,-0.0054,0.096,-0.0123,288,128,412,162,247,245,246,248
3.5,-0.0735,0.0039,0.1038,-0.0023,29,19,41,28,193,179,225,223
3.5625,-0.1048,-0.003,0.1038,-0.0115,359,104,532,445,247,245,248,249
3.625,-0.0861,0.0144,0.1118,-0.0038,58,37,224,60,234,232,247,239
3.6875,-0.0961,0.0046,0.1029,-0.0063,472,245,524,321,249,246,250,248
3.75,-0.0975,-0.0025,0.1043,-0.0063,327,140,490,319,248,244,246,249
3.8125,-0.0905,0.0033,0.1005,-0.0078,72,45,110,76,240,246,244,244
3.875,-0.0923,0.0054,0.1045,-0.0063,268,128,401,249,247,243,248,247
3.9375,-0.1003,0.0008,0.0997,-0.0134,134,80,279,203,250,246,255,248
4,-0.0969,0.002,0.0998,-0.0087,158,158,394,145,247,251,249,249
4.0625,-0.105,-0.0051,0.094,-0.0176,219,90,141,155,249,244,249,246
4.125,-0.1063,-0.0018,0.1006,-0.0149,301,125,552,425,245,244,245,247
4.1875,-0.1069,-0.0088,0.0865,-0.0197,406,205,590,266,249,246,246,248
4.25,-0.1087,0.0032,0.0939,-0.0175,98,42,90,201,243,238,242,247
4.3125,-0.0896,0.0092,0.106,-0.004,49,39,143,47,233,232,246,240
4.375,-0.1031,0.001,0.0925,-0.0127,132,62,131,163,244,243,247,247
4.4375,-0.1102,-0.0036,0.0944,-0.0196,531,230,930,343,247,243,244,247
4.5,-0.1047,-0.0096,0.0925,-0.0156,626,296,776,279,246,246,243,248
4.5625,-0.1106,-0.0104,0.0952,-0.0115,235,149,275,55,245,243,248,236
4.625,-0.1027,0.0001,0.098,-0.0077,275,154,431,201,244,245,242,247
4.6875,-0.1021,-0.0018,0.1026,-0.0068,201,165,330,316,250,245,247,248
4.75,-0.1011,0.001,0.1029,-0.0078,134,108,195,263,241,245,250,245
4.8125,-0.1001,-0.0027,0.1024,-0.0103,172,144,184,154,242,247,245,250
4.875,-0.0911,0.0062,0.1042,-0.0046,98,85,105,68,243,246,245,242
4.9375,-0.0983,0.0099,0.1125,-0.0061,257,80,340,287,250,240,247,248
5,-0.096,0.0044,0.1043,-0.0049,571,401,1039,400,247,248,246,247
5.0625,-0.102,-0.0005,0.0903,-0.0145,329,80,94,279,255,251,244,247
5.125,-0.0862,0.0138,0.1096,-0.0043,168,139,259,198,245,247,245,251
5.1875,-0.0822,0.0155,0.1023,-0.0072,37,31,43,37,219,225,231,230
5.25,-0.0852,0.02,0.1105,-0.0007,132,76,377,102,247,243,247,255
5.3125,-0.0958,0.0133,0.1061,-0.012,289,103,235,174,249,242,245,247
5.375,-0.0797,0.0113,0.1101,-0.003,45,35,54,34,230,224,237,232
5.4375,-0.0727,0.022,0.1096,0.0152,52,43,275,47,237,239,246,236
5.5,-0.0942,0.0022,0.0996,-0.0061,691,301,666,375,246,248,247,250
5.5625,-0.0793,0.0114,0.115,0.0031,39,26,58,31,226,215,241,224
5.625,-0.0964,0.003,0.1075,-0.0056,183,75,263,195,247,241,247,250
5.6875,-0.0952,0.0012,0.1047,-0.0038,93,47,86,81,246,240,244,246
5.75,-0.1008,-0.0034,0.1038,-0.0068,91,102,92,35,244,246,250,231
5.8125,-0.1007,-0.0048,0.099,-0.007,108,108,81,41,249,247,244,236
5.875,-0.1019,-0.0062,0.1001,-0.0133,107,57,94,93,241,239,242,247
5.9375,-0.1006,-0.0009,0.0995,-0.0161,176,94,251,222,247,241,249,248
6,-0.1034,0.0017,0.1025,-0.0174,231,93,375,264,247,243,250,247
6.0625,-0.0937,0.0081,0.1013,-0.0108,230,94,358,138,249,245,249,247
6.125,-0.0961,0.0092,0.0998,-0.0103,145,123,232,102,245,247,246,244
6.1875,-0.0867,0.0144,0.1038,-0.0072,52,42,68,43,230,233,246,237
6.25,-0.0903,0.0103,0.1102,-0.0044,102,57,105,65,242,242,240,239
6.3125,-0.105,0.001,0.1064,-0.0149,576,158,723,440,249,246,247,247
6.375,-0.107,0.0005,0.1045,-0.0152,184,64,197,144,243,238,242,245
6.4375,-0.1002,-0.0017,0.1028,-0.0108,136,112,229,355,247,242,246,247
6.5,-0.1065,-0.0091,0.0908,-0.0165,165,123,328,108,246,247,250,247
6.5625,-0.1094,-0.0154,0.0841,-0.0164,138,56,121,79,246,239,242,245
6.625,-0.0943,-0.0036,0.103,-0.0019,98,84,189,67,241,245,241,245
6.6875,-0.1027,-0.0116,0.0952,-0.011,912,435,1151,599,249,246,245,247
6.75,-0.0959,-0.001,0.1002,-0.0077,224,203,338,124,248,245,246,248
6.8125,-0.1,-0.0065,0.0979,-0.0064,163,88,196,219,250,247,247,246
6.875,-0.0975,-0.0088,0.0913,-0.0119,220,129,307,102,245,244,245,245
6.9375,-0.0919,0.0072,0.0908,-0.0096,156,193,192,84,245,246,248,244
7,-0.0969,0.0026,0.0975,-0.0156,397,279,567,81,247,247,246,241
7.0625,-0.0917,0.0078,0.1057,-0.0097,71,59,169,110,241,239,247,246
7.125,-0.1001,-0.0027,0.0908,-0.0157,270,107,273,163,245,247,248,247
7.1875,-0.0999,0.0043,0.1096,-0.012,158,39,138,129,251,233,247,248
7.25,-0.0974,0.0007,0.1028,-0.0105,220,97,322,194,246,244,245,248
7.3125,-0.1023,-0.0024,0.0959,-0.0102,153,104,368,191,253,251,246,247
7.375,-0.1061,-0.0079,0.1001,-0.0162,249,117,178,117,247,244,247,246
7.4375,-0.1043,-0.0051,0.1007,-0.0136,369,182,602,403,246,244,244,246
7.5,-0.1019,0.002,0.0983,-0.0097,195,69,161,234,248,244,244,247
7.5625,-0.1025,-0.0069,0.0921,-0.0102,106,53,138,150,243,237,244,247
7.625,-0.0968,-0.0031,0.0989,-0.0094,47,31,73,36,229,222,239,232
7.6875,-0.0995,-0.0006,0.1023,-0.0079,157,85,314,392,240,244,246,247
7.75,-0.0937,0.0056,0.1016,-0.0035,54,34,65,47,229,226,240,238
7.8125,-0.0944,0.0052,0.1084,-0.0045,306,125,389,212,247,244,244,245
7.875,-0.0906,0.0061,0.1017,-0.0063,151,139,170,113,246,242,246,247
7.9375,-0.104,-0.0046,0.0963,-0.0168,485,263,649,226,246,243,245,248
8,-0.0993,-0.0052,0.0879,-0.0117,148,113,197,66,250,244,246,243
8.0625,-0.1027,0.0011,0.0978,-0.0106,89,41,127,73,240,229,242,241
8.125,-0.0831,0.0114,0.1032,-0.0053,68,60,108,74,238,243,245,243
8.1875,-0.0886,0.0102,0.1015,-0.0033,75,80,117,62,240,245,250,248
8.25,-0.0915,0.007,0.1079,-0.0024,222,195,401,315,247,246,245,247
8.3125,-0.0991,0.0073,0.1025,-0.0054,150,41,117,159,243,236,246,244
8.375,-0.0804,0.0076,0.1055,0.0001,43,35,47,33,223,232,243,232
8.4375,-0.0927,0.0043,0.1069,-0.0019,260,106,349,343,247,242,243,250
8.5,-0.0982,0.0037,0.0917,-0.0091,73,54,100,62,236,240,244,242
8.5625,-0.1004,-0.004,0.0983,-0.0142,359,192,574,182,249,247,244,246
8.625,-0.0964,0.0062,0.1089,-0.0071,368,118,467,419,247,248,246,248
8.6875,-0.0886,0.0092,0.1102,-0.0006,91,79,151,49,245,245,247,240
8.75,-0.0965,0.0077,0.1057,-0.0082,559,194,740,393,249,244,246,245
8.8125,-0.0978,0.0073,0.1107,-0.011,311,99,372,277,244,247,246,247
8.875,-0.0998,-0.0024,0.0962,-0.0146,290,137,422,167,246,251,247,248
8.9375,-0.0961,0.0031,0.099,-0.0074,195,153,340,93,246,247,246,247
9,-0.0981,0.0063,0.1049,-0.0063,68,40,105,85,238,232,244,246
9.0625,-0.0874,0.0061,0.1033,-0.0061,106,137,367,73,247,246,246,245
9.125,-0.0977,-0.0042,0.1022,-0.0039,418,226,300,189,251,250,246,247
9.1875,-0.085,0.0022,0.0963,-0.0021,54,67,96,71,233,244,244,244
9.25,-0.099,0.0075,0.1096,-0.0034,185,64,567,209,245,238,248,245
9.3125,-0.0974,-0.0022,0.1014,-0.0071,481,162,579,736,247,245,241,246
9.375,-0.0827,0.0076,0.0986,-0.0046,39,28,52,31,220,216,233,232
9.4375,-0.0961,0.0067,0.1082,-0.0088,168,56,231,137,248,238,244,245
9.5,-0.0858,0.0019,0.0914,-0.0087,45,36,81,32,230,232,240,228
9.5625,-0.0939,0.0052,0.1035,-0.0113,184,168,193,80,248,245,245,243
9.625,-0.0959,0.0066,0.1032,-0.0138,534,252,824,586,249,244,248,248
9.6875,-0.0978,0.0037,0.0983,-0.0135,442,266,643,244,250,247,243,247
9.75,-0.0999,0.0075,0.1072,-0.0087,127,68,104,169,244,241,244,248
9.8125,-0.0971,0.0121,0.1155,-0.0066,238,136,353,131,249,246,247,246
9.875,-0.0811,0.0101,0.1091,0.0007,52,47,75,111,232,237,241,247
9.9375,-0.0966,0.0069,0.1171,-0.0016,83,39,106,97,241,230,247,241
10,-0.0952,0.0118,0.1151,-0.0017,203,79,456,279,247,242,246,244
10.0625,-0.1079,-0.0081,0.0975,-0.0127,872,306,965,521,247,245,243,244
10.125,-0.1,0.004,0.1003,-0.0145,355,233,362,106,252,248,251,242
10.1875,-0.0945,0.003,0.1017,-0.005,262,254,488,163,244,247,247,247
10.25,-0.0983,0.0021,0.1026,-0.0082,372,163,485,244,242,247,247,246
10.3125,-0.1008,-0.0027,0.1,-0.0092,166,129,387,234,245,250,248,248
10.375,-0.1062,-0.0057,0.0967,-0.015,618,233,735,492,247,245,246,247
10.4375,-0.0982,-0.0061,0.0981,-0.0105,262,253,185,191,247,248,247,248
10.5,-0.0991,-0.0032,0.0951,-0.0101,246,178,421,81,248,247,245,244
10.5625,-0.0919,0.0046,0.1025,-0.0082,79,56,191,237,242,239,252,245
10.625,-0.0928,0.0071,0.1031,-0.0069,258,90,317,186,247,246,246,247
10.6875,-0.0946,0.0043,0.1002,-0.0103,497,270,719,168,247,243,244,248
10.75,-0.0935,0.0036,0.1005,-0.012,281,263,369,271,246,251,245,249
10.8125,-0.0964,0.0011,0.0927,-0.0111,51,35,68,62,232,233,243,244
10.875,-0.0931,0.0059,0.1016,-0.0065,226,145,357,66,247,249,248,244
10.9375,-0.0962,0.0053,0.1059,-0.0094,534,252,734,296,249,245,244,248
11,-0.0894,0.0068,0.1071,-0.0036,134,117,199,142,246,248,246,248
11.0625,-0.0946,0.0039,0.1085,-0.0006,463,348,476,113,248,246,249,245
11.125,-0.096,0.0038,0.1154,0.0004,123,39,153,138,250,232,246,247
11.1875,-0.0899,0.0086,0.1097,0.0003,138,153,218,192,246,247,247,249
11.25,-0.0933,0.0076,0.1128,0.0014,344,304,439,153,248,248,247,248
11.3125,-0.097,0.0014,0.1055,-0.0032,275,100,377,166,246,248,244,244
11.375,-0.0908,0.0146,0.1152,-0.0001,145,74,172,75,245,244,246,242
11.4375,-0.0823,0.0173,0.1136,0.0044,95,56,128,104,244,240,243,245
11.5,-0.0883,0.015,0.1124,0.0034,182,191,210,163,245,246,247,245
11.5625,-0.0774,0.0105,0.1075,-0.0009,36,29,52,39,225,222,237,239
11.625,-0.0755,0.0184,0.1172,0.0107,47,39,146,35,231,234,250,229
11.6875,-0.0947,0.0071,0.1005,-0.0087,430,207,500,253,248,241,249,249
11.75,-0.0989,0.0103,0.1084,-0.0104,59,30,75,43,236,222,243,236
11.8125,-0.099,0.007,0.1047,-0.0081,139,49,300,137,248,237,252,245
11.875,-0.102,0.0022,0.1018,-0.016,145,73,175,191,248,243,244,248
11.9375,-0.1015,0.0077,0.1015,-0.0169,95,63,64,58,244,245,242,244
12,-0.0967,0.0053,0.1035,-0.0066,176,102,167,127,244,245,248,246
12.0625,-0.0944,0.0074,0.1072,-0.0057,115,81,289,319,242,245,247,247
12.125,-0.0985,0.0043,0.111,-0.0082,476,142,593,457,246,244,247,247
12.1875,-0.0987,0.0044,0.1086,-0.0058,330,117,449,231,249,245,248,247
12.25,-0.0877,0.0107,0.1075,-0.0012,58,33,88,37,237,233,245,234
12.3125,-0.0994,0.0031,0.1077,-0.006,130,60,199,52,240,250,245,233
12.375,-0.0899,0.0059,0.1006,-0.0042,81,49,91,104,242,237,243,246
12.4375,-0.0941,0.0022,0.1027,-0.0045,47,35,52,36,233,227,238,235
12.5,-0.0947,0.004,0.1029,-0.0076,51,37,85,41,235,230,244,236
12.5625,-0.1058,-0.0001,0.1003,-0.012,249,193,348,70,248,247,247,244
12.625,-0.0999,-0.0016,0.1061,-0.0107,61,46,53,58,243,238,235,245
12.6875,-0.1052,0.0008,0.1022,-0.014,341,183,477,212,245,245,248,244
12.75,-0.1,0.0017,0.1014,-0.0091,146,104,270,310,244,246,247,246
12.8125,-0.0908,0.0076,0.1065,-0.0053,80,74,127,55,240,244,245,237
12.875,-0.1024,0.0024,0.1012,-0.0095,621,326,840,489,245,253,246,248
12.9375,-0.0945,0.0077,0.1073,-0.0051,533,377,775,164,249,247,246,244
13,-0.0964,0.0064,0.1027,-0.0086,319,218,386,100,246,249,245,246
13.0625,-0.1044,-0.001,0.0995,-0.0168,565,272,814,283,251,247,245,245
13.125,-0.0915,0.0083,0.1069,-0.0058,92,87,113,108,240,244,246,248
13.1875,-0.1085,-0.0021,0.0945,-0.0222,368,338,515,126,244,248,243,246
13.25,-0.1091,-0.0011,0.0982,-0.019,346,205,394,103,247,245,249,244
13.3125,-0.1022,-0.0029,0.0973,-0.0088,157,140,243,96,249,248,244,247
13.375,-0.1001,-0.0039,0.1034,-0.0094,109,120,139,62,245,249,245,242
13.4375,-0.1039,-0.0054,0.1006,-0.0091,717,441,922,542,247,246,248,246
13.5,-0.0996,-0.0039,0.0981,-0.0084,414,422,475,168,244,249,246,249
13.5625,-0.1012,-0.0013,0.0996,-0.0081,481,318,690,199,244,246,245,248
